image_name,new_x,new_y,new_w,new_h
ISIC_0032668,125,56,397,381
ISIC_0032669,160,121,285,223
ISIC_0032670,285,131,110,147
ISIC_0032671,0,0,640,450
ISIC_0032672,0,7,640,437
ISIC_0032673,35,42,597,360
ISIC_0032674,0,0,640,450
ISIC_0032675,147,19,395,393
ISIC_0032676,165,105,402,247
ISIC_0032677,95,0,495,450
ISIC_0032678,187,114,220,168
ISIC_0032679,7,80,607,369
ISIC_0032680,95,0,422,450
ISIC_0032681,95,0,492,450
ISIC_0032682,120,82,407,321
ISIC_0032683,130,96,345,254
ISIC_0032684,87,26,405,413
ISIC_0032685,0,17,640,432
ISIC_0032686,72,77,407,233
ISIC_0032687,27,0,562,450
ISIC_0032688,60,0,482,450
ISIC_0032689,170,128,237,196
ISIC_0032690,287,137,212,207
ISIC_0032691,100,61,380,369
ISIC_0032692,80,0,492,450
ISIC_0032693,0,0,640,450
ISIC_0032694,35,5,420,444
ISIC_0032695,70,0,495,450
ISIC_0032696,122,131,302,228
ISIC_0032697,0,0,640,450
ISIC_0032698,55,0,500,450
ISIC_0032699,187,33,345,328
ISIC_0032700,102,59,450,332
ISIC_0032701,85,86,455,291
ISIC_0032702,242,159,132,126
ISIC_0032703,0,1,640,425
ISIC_0032704,205,59,202,298
ISIC_0032705,30,29,605,388
ISIC_0032706,47,0,547,323
ISIC_0032707,65,36,437,351
ISIC_0032708,217,29,257,265
ISIC_0032709,57,0,530,450
ISIC_0032710,137,89,345,260
ISIC_0032711,30,5,570,393
ISIC_0032712,0,17,632,432
ISIC_0032713,270,96,145,186
ISIC_0032714,100,31,430,365
ISIC_0032715,182,112,237,210
ISIC_0032716,62,58,432,360
ISIC_0032717,37,75,565,267
ISIC_0032718,0,0,640,450
ISIC_0032719,0,0,640,450
ISIC_0032720,212,100,195,198
ISIC_0032721,0,0,640,450
ISIC_0032722,20,0,620,450
ISIC_0032723,137,59,362,307
ISIC_0032724,70,61,517,341
ISIC_0032725,50,0,530,450
ISIC_0032726,67,5,512,400
ISIC_0032727,0,0,640,450
ISIC_0032728,197,151,257,203
ISIC_0032729,152,116,367,319
ISIC_0032730,0,0,640,450
ISIC_0032731,137,72,312,304
ISIC_0032732,90,73,530,372
ISIC_0032733,85,65,397,328
ISIC_0032734,0,0,640,450
ISIC_0032735,242,195,162,105
ISIC_0032736,0,0,640,450
ISIC_0032737,172,87,210,147
ISIC_0032738,77,42,345,404
ISIC_0032739,0,0,640,450
ISIC_0032740,0,0,640,450
ISIC_0032741,67,0,517,450
ISIC_0032742,192,124,267,225
ISIC_0032743,0,0,640,450
ISIC_0032744,42,54,565,395
ISIC_0032745,157,50,362,332
ISIC_0032746,210,101,255,200
ISIC_0032747,187,105,370,344
ISIC_0032748,0,65,640,335
ISIC_0032749,0,0,587,450
ISIC_0032750,50,0,582,450
ISIC_0032751,20,24,542,381
ISIC_0032752,137,0,345,450
ISIC_0032753,0,0,640,444
ISIC_0032754,205,119,227,200
ISIC_0032755,240,114,162,205
ISIC_0032756,67,42,507,365
ISIC_0032757,165,105,345,304
ISIC_0032758,140,38,300,302
ISIC_0032759,0,47,580,304
ISIC_0032760,265,149,135,131
ISIC_0032761,0,1,640,421
ISIC_0032762,55,0,502,425
ISIC_0032763,170,140,240,260
ISIC_0032764,112,49,377,356
ISIC_0032765,0,0,640,450
ISIC_0032766,132,110,415,237
ISIC_0032767,215,101,197,191
ISIC_0032768,230,110,195,212
ISIC_0032769,230,112,202,272
ISIC_0032770,170,147,282,196
ISIC_0032771,65,3,490,446
ISIC_0032772,57,63,495,353
ISIC_0032773,25,0,562,450
ISIC_0032774,77,0,507,450
ISIC_0032775,5,0,597,450
ISIC_0032776,0,0,640,450
ISIC_0032777,122,35,337,414
ISIC_0032778,87,140,412,174
ISIC_0032779,67,73,472,219
ISIC_0032780,185,93,272,267
ISIC_0032781,217,130,285,274
ISIC_0032782,155,54,327,319
ISIC_0032783,0,0,640,450
ISIC_0032784,212,151,240,181
ISIC_0032785,162,110,312,216
ISIC_0032786,220,151,232,156
ISIC_0032787,77,52,447,372
ISIC_0032788,0,40,640,319
ISIC_0032789,155,86,317,290
ISIC_0032790,15,0,625,450
ISIC_0032791,7,45,607,363
ISIC_0032792,112,52,345,384
ISIC_0032793,142,0,497,439
ISIC_0032794,7,0,632,450
ISIC_0032795,190,101,262,298
ISIC_0032796,205,86,222,205
ISIC_0032797,190,82,262,274
ISIC_0032798,82,80,500,212
ISIC_0032799,50,101,457,230
ISIC_0032800,177,28,412,323
ISIC_0032801,27,0,597,450
ISIC_0032802,142,100,332,261
ISIC_0032803,202,149,150,138
ISIC_0032804,137,0,350,450
ISIC_0032805,107,133,372,249
ISIC_0032806,15,0,527,450
ISIC_0032807,0,0,640,450
ISIC_0032808,30,24,575,425
ISIC_0032809,0,0,640,450
ISIC_0032810,185,87,290,260
ISIC_0032811,180,47,250,258
ISIC_0032812,245,163,155,126
ISIC_0032813,0,0,640,450
ISIC_0032814,195,58,257,311
ISIC_0032815,0,42,552,404
ISIC_0032816,150,151,320,223
ISIC_0032817,150,93,282,203
ISIC_0032818,0,0,640,450
ISIC_0032819,5,0,592,450
ISIC_0032820,0,0,640,450
ISIC_0032821,130,33,425,332
ISIC_0032822,60,86,460,341
ISIC_0032823,0,0,640,450
ISIC_0032824,200,158,197,149
ISIC_0032825,200,56,275,279
ISIC_0032826,12,0,597,450
ISIC_0032827,0,0,640,450
ISIC_0032828,65,0,525,450
ISIC_0032829,0,0,640,450
ISIC_0032830,0,0,640,450
ISIC_0032831,150,93,282,249
ISIC_0032832,125,7,387,442
ISIC_0032833,132,100,380,184
ISIC_0032834,47,17,530,397
ISIC_0032835,137,80,362,351
ISIC_0032836,0,0,640,450
ISIC_0032837,0,0,640,450
ISIC_0032838,140,144,300,191
ISIC_0032839,130,49,337,314
ISIC_0032840,110,101,377,323
ISIC_0032841,147,0,335,450
ISIC_0032842,205,124,247,198
ISIC_0032843,47,15,547,434
ISIC_0032844,160,89,310,261
ISIC_0032845,57,12,490,437
ISIC_0032846,95,54,385,326
ISIC_0032847,52,68,537,284
ISIC_0032848,105,15,387,409
ISIC_0032849,167,0,360,450
ISIC_0032850,172,45,275,333
ISIC_0032851,112,42,370,326
ISIC_0032852,50,0,345,450
ISIC_0032853,5,35,525,388
ISIC_0032854,102,0,507,450
ISIC_0032855,230,112,107,124
ISIC_0032856,100,19,405,397
ISIC_0032857,135,128,367,260
ISIC_0032858,0,10,640,388
ISIC_0032859,240,152,160,184
ISIC_0032860,72,52,467,316
ISIC_0032861,117,40,407,393
ISIC_0032862,70,15,485,434
ISIC_0032863,190,138,262,233
ISIC_0032864,127,56,390,341
ISIC_0032865,287,140,155,159
ISIC_0032866,0,0,640,450
ISIC_0032867,212,147,222,159
ISIC_0032868,25,0,477,450
ISIC_0032869,35,0,605,450
ISIC_0032870,7,0,632,450
ISIC_0032871,72,33,460,348
ISIC_0032872,0,0,640,450
ISIC_0032873,22,0,617,450
ISIC_0032874,82,0,485,409
ISIC_0032875,117,0,465,428
ISIC_0032876,117,33,407,416
ISIC_0032877,15,0,625,450
ISIC_0032878,0,35,640,414
ISIC_0032879,0,0,640,450
ISIC_0032880,0,0,640,450
ISIC_0032881,165,100,247,217
ISIC_0032882,167,123,342,207
ISIC_0032883,0,10,640,439
ISIC_0032884,127,7,390,376
ISIC_0032885,167,72,380,295
ISIC_0032886,235,86,185,174
ISIC_0032887,50,0,432,450
ISIC_0032888,0,0,640,427
ISIC_0032889,0,21,580,393
ISIC_0032890,65,33,407,383
ISIC_0032891,245,181,140,131
ISIC_0032892,0,0,640,450
ISIC_0032893,262,193,90,68
ISIC_0032894,82,0,440,428
ISIC_0032895,72,68,512,381
ISIC_0032896,145,0,342,450
ISIC_0032897,135,0,370,450
ISIC_0032898,0,0,640,450
ISIC_0032899,55,137,525,193
ISIC_0032900,2,26,637,360
ISIC_0032901,62,101,420,219
ISIC_0032902,165,0,380,369
ISIC_0032903,37,70,492,341
ISIC_0032904,77,68,450,297
ISIC_0032905,52,0,562,450
ISIC_0032906,217,124,267,191
ISIC_0032907,32,0,495,450
ISIC_0032908,0,0,632,446
ISIC_0032909,20,0,600,450
ISIC_0032910,160,128,267,205
ISIC_0032911,125,49,397,360
ISIC_0032912,160,58,380,326
ISIC_0032913,80,0,492,450
ISIC_0032914,205,7,327,407
ISIC_0032915,0,5,640,441
ISIC_0032916,12,17,590,432
ISIC_0032917,0,0,640,450
ISIC_0032918,145,49,402,397
ISIC_0032919,217,128,197,151
ISIC_0032920,0,0,640,450
ISIC_0032921,152,82,335,332
ISIC_0032922,0,0,640,450
ISIC_0032923,82,0,500,450
ISIC_0032924,0,26,542,423
ISIC_0032925,92,84,422,283
ISIC_0032926,0,42,640,404
ISIC_0032927,197,15,337,432
ISIC_0032928,110,80,450,291
ISIC_0032929,87,0,512,450
ISIC_0032930,40,10,545,381
ISIC_0032931,0,3,640,428
ISIC_0032932,95,49,405,369
ISIC_0032933,147,29,362,407
ISIC_0032934,0,0,640,450
ISIC_0032935,127,70,355,316
ISIC_0032936,0,0,640,450
ISIC_0032937,37,24,502,393
ISIC_0032938,110,40,430,344
ISIC_0032939,140,15,430,348
ISIC_0032940,0,0,640,450
ISIC_0032941,42,31,482,381
ISIC_0032942,2,0,637,434
ISIC_0032943,0,0,617,450
ISIC_0032944,90,84,485,247
ISIC_0032945,110,72,355,207
ISIC_0032946,0,0,640,450
ISIC_0032947,175,108,240,225
ISIC_0032948,20,0,562,450
ISIC_0032949,122,117,332,242
ISIC_0032950,182,75,247,309
ISIC_0032951,320,184,140,166
ISIC_0032952,0,0,640,450
ISIC_0032953,282,174,110,114
ISIC_0032954,162,189,262,149
ISIC_0032955,80,5,460,441
ISIC_0032956,60,35,542,414
ISIC_0032957,125,138,350,174
ISIC_0032958,0,0,640,450
ISIC_0032959,180,73,300,277
ISIC_0032960,0,0,640,450
ISIC_0032961,0,0,640,450
ISIC_0032962,175,17,325,372
ISIC_0032963,77,0,430,450
ISIC_0032964,147,84,285,328
ISIC_0032965,10,0,607,450
ISIC_0032966,157,147,240,144
ISIC_0032967,0,0,640,450
ISIC_0032968,0,0,640,450
ISIC_0032969,157,14,267,363
ISIC_0032970,75,0,477,450
ISIC_0032971,132,0,377,450
ISIC_0032972,35,0,605,450
ISIC_0032973,0,31,640,416
ISIC_0032974,170,119,265,279
ISIC_0032975,0,0,640,450
ISIC_0032976,52,26,507,390
ISIC_0032977,175,133,255,196
ISIC_0032978,0,0,640,450
ISIC_0032979,0,21,640,402
ISIC_0032980,202,123,302,246
ISIC_0032981,97,52,412,393
ISIC_0032982,225,147,192,198
ISIC_0032983,187,40,307,353
ISIC_0032984,197,75,215,319
ISIC_0032985,0,0,640,450
ISIC_0032986,95,0,502,450
ISIC_0032987,0,45,640,404
ISIC_0032988,0,10,640,439
ISIC_0032989,182,91,280,297
ISIC_0032990,0,0,615,450
ISIC_0032991,97,15,457,377
ISIC_0032992,22,0,527,450
ISIC_0032993,0,0,640,450
ISIC_0032994,80,0,560,437
ISIC_0032995,0,0,640,450
ISIC_0032996,80,137,370,235
ISIC_0032997,200,0,310,450
ISIC_0032998,222,135,230,184
ISIC_0032999,255,189,127,100
ISIC_0033000,40,0,520,450
ISIC_0033001,0,0,640,450
ISIC_0033002,247,144,187,166
ISIC_0033003,217,126,202,179
ISIC_0033004,0,0,640,450
ISIC_0033005,132,59,370,319
ISIC_0033006,230,131,202,196
ISIC_0033007,12,15,627,434
ISIC_0033008,117,0,402,450
ISIC_0033009,195,138,267,179
ISIC_0033010,0,0,640,450
ISIC_0033011,0,0,640,450
ISIC_0033012,170,29,332,335
ISIC_0033013,0,0,640,450
ISIC_0033014,250,170,145,114
ISIC_0033015,0,0,640,450
ISIC_0033016,0,0,640,450
ISIC_0033017,65,24,447,416
ISIC_0033018,207,130,187,203
ISIC_0033019,67,0,450,450
ISIC_0033020,50,0,530,450
ISIC_0033021,35,0,547,450
ISIC_0033022,67,45,537,360
ISIC_0033023,0,0,640,450
ISIC_0033024,95,114,377,265
ISIC_0033025,0,0,640,450
ISIC_0033026,142,66,335,346
ISIC_0033027,217,128,205,207
ISIC_0033028,252,131,212,207
ISIC_0033029,160,116,335,184
ISIC_0033030,117,3,465,383
ISIC_0033031,80,49,442,376
ISIC_0033032,0,61,640,298
ISIC_0033033,195,79,230,295
ISIC_0033034,102,72,437,341
ISIC_0033035,17,0,617,450
ISIC_0033036,72,0,467,450
ISIC_0033037,102,1,420,407
ISIC_0033038,0,0,640,450
ISIC_0033039,135,14,302,435
ISIC_0033040,95,8,390,428
ISIC_0033041,215,152,232,159
ISIC_0033042,95,42,460,383
ISIC_0033043,112,0,495,450
ISIC_0033044,252,168,177,159
ISIC_0033045,0,50,640,326
ISIC_0033046,175,75,342,219
ISIC_0033047,62,79,560,314
ISIC_0033048,212,133,227,174
ISIC_0033049,12,72,627,323
ISIC_0033050,0,0,615,450
ISIC_0033051,120,43,412,351
ISIC_0033052,47,36,455,360
ISIC_0033053,70,0,520,450
ISIC_0033054,50,0,530,450
ISIC_0033055,0,0,640,450
ISIC_0033056,0,0,640,450
ISIC_0033057,57,101,442,283
ISIC_0033058,97,116,362,298
ISIC_0033059,80,0,457,450
ISIC_0033060,182,91,247,237
ISIC_0033061,30,0,610,450
ISIC_0033062,0,0,640,450
ISIC_0033063,0,0,640,450
ISIC_0033064,145,93,415,228
ISIC_0033065,290,126,162,135
ISIC_0033066,0,0,640,446
ISIC_0033067,155,105,302,258
ISIC_0033068,115,123,367,228
ISIC_0033069,0,114,545,277
ISIC_0033070,252,117,125,131
ISIC_0033071,0,0,640,446
ISIC_0033072,112,108,275,240
ISIC_0033073,142,75,397,335
ISIC_0033074,92,29,450,353
ISIC_0033075,195,110,255,212
ISIC_0033076,272,193,107,98
ISIC_0033077,30,137,582,210
ISIC_0033078,190,84,227,277
ISIC_0033079,0,0,640,450
ISIC_0033080,0,28,640,421
ISIC_0033081,0,0,640,450
ISIC_0033082,22,0,597,450
ISIC_0033083,85,0,437,441
ISIC_0033084,0,0,640,450
ISIC_0033085,212,80,282,307
ISIC_0033086,52,0,482,450
ISIC_0033087,0,0,640,446
ISIC_0033088,0,0,640,450
ISIC_0033089,92,24,422,425
ISIC_0033090,120,40,465,384
ISIC_0033091,285,158,97,124
ISIC_0033092,87,0,495,450
ISIC_0033093,152,28,367,402
ISIC_0033094,135,87,362,253
ISIC_0033095,0,0,640,450
ISIC_0033096,125,28,350,376
ISIC_0033097,190,124,247,200
ISIC_0033098,197,133,230,191
ISIC_0033099,0,0,640,450
ISIC_0033100,0,0,640,450
ISIC_0033101,150,0,490,450
ISIC_0033102,42,0,525,450
ISIC_0033103,125,59,422,370
ISIC_0033104,55,14,472,435
ISIC_0033105,200,103,212,184
ISIC_0033106,122,79,372,335
ISIC_0033107,112,65,517,328
ISIC_0033108,102,0,387,450
ISIC_0033109,202,73,275,286
ISIC_0033110,0,21,640,427
ISIC_0033111,102,40,457,356
ISIC_0033112,45,0,500,450
ISIC_0033113,127,24,367,363
ISIC_0033114,0,0,640,450
ISIC_0033115,205,112,222,200
ISIC_0033116,50,56,492,381
ISIC_0033117,120,82,395,335
ISIC_0033118,137,42,380,407
ISIC_0033119,0,17,640,388
ISIC_0033120,237,154,185,147
ISIC_0033121,175,77,257,304
ISIC_0033122,0,87,640,346
ISIC_0033123,170,128,257,179
ISIC_0033124,160,66,317,261
ISIC_0033125,0,0,640,450
ISIC_0033126,132,108,377,258
ISIC_0033127,0,0,640,450
ISIC_0033128,105,22,402,356
ISIC_0033129,0,0,640,450
ISIC_0033130,142,0,450,450
ISIC_0033131,0,0,640,450
ISIC_0033132,42,0,560,450
ISIC_0033133,265,135,150,159
ISIC_0033134,87,0,492,444
ISIC_0033135,145,80,337,298
ISIC_0033136,127,65,367,307
ISIC_0033137,232,151,170,179
ISIC_0033138,255,202,160,123
ISIC_0033139,0,8,640,437
ISIC_0033140,52,0,587,400
ISIC_0033141,42,54,597,348
ISIC_0033142,0,22,640,383
ISIC_0033143,0,29,635,393
ISIC_0033144,175,123,265,179
ISIC_0033145,245,207,135,112
ISIC_0033146,22,0,617,450
ISIC_0033147,0,0,640,450
ISIC_0033148,150,5,397,409
ISIC_0033149,0,56,640,372
ISIC_0033150,182,70,230,319
ISIC_0033151,97,43,542,390
ISIC_0033152,207,140,187,138
ISIC_0033153,0,0,640,450
ISIC_0033154,120,0,402,450
ISIC_0033155,150,0,402,450
ISIC_0033156,117,36,405,402
ISIC_0033157,107,0,372,377
ISIC_0033158,70,65,482,344
ISIC_0033159,60,89,580,235
ISIC_0033160,115,100,420,237
ISIC_0033161,152,14,327,316
ISIC_0033162,0,0,640,450
ISIC_0033163,55,58,537,391
ISIC_0033164,117,87,407,321
ISIC_0033165,0,0,607,450
ISIC_0033166,235,144,187,151
ISIC_0033167,0,0,640,450
ISIC_0033168,70,77,562,261
ISIC_0033169,135,56,370,393
ISIC_0033170,150,33,312,372
ISIC_0033171,195,91,255,233
ISIC_0033172,5,19,635,416
ISIC_0033173,217,133,257,200
ISIC_0033174,0,14,640,421
ISIC_0033175,177,75,265,279
ISIC_0033176,0,0,597,407
ISIC_0033177,137,21,325,326
ISIC_0033178,0,3,640,400
ISIC_0033179,195,147,240,203
ISIC_0033180,165,50,290,272
ISIC_0033181,157,70,295,265
ISIC_0033182,147,58,295,335
ISIC_0033183,72,0,535,450
ISIC_0033184,87,49,495,332
ISIC_0033185,12,0,592,450
ISIC_0033186,0,0,640,450
ISIC_0033187,205,128,205,205
ISIC_0033188,215,149,197,168
ISIC_0033189,115,54,412,372
ISIC_0033190,95,0,467,450
ISIC_0033191,165,117,342,253
ISIC_0033192,0,8,635,441
ISIC_0033193,0,0,635,450
ISIC_0033194,77,0,415,450
ISIC_0033195,117,22,415,365
ISIC_0033196,160,80,317,307
ISIC_0033197,32,31,325,295
ISIC_0033198,207,94,285,283
ISIC_0033199,42,0,597,450
ISIC_0033200,42,0,547,450
ISIC_0033201,0,0,640,450
ISIC_0033202,65,66,477,283
ISIC_0033203,200,181,227,168
ISIC_0033204,0,15,640,434
ISIC_0033205,162,17,370,388
ISIC_0033206,157,70,332,295
ISIC_0033207,172,112,280,196
ISIC_0033208,205,123,187,212
ISIC_0033209,97,0,450,450
ISIC_0033210,87,15,440,395
ISIC_0033211,65,0,527,416
ISIC_0033212,132,26,430,351
ISIC_0033213,232,135,155,184
ISIC_0033214,92,22,455,360
ISIC_0033215,200,151,150,130
ISIC_0033216,115,0,440,444
ISIC_0033217,30,24,542,425
ISIC_0033218,107,56,395,363
ISIC_0033219,27,0,555,450
ISIC_0033220,60,19,517,377
ISIC_0033221,75,63,407,332
ISIC_0033222,7,0,555,450
ISIC_0033223,10,0,587,450
ISIC_0033224,132,0,420,450
ISIC_0033225,82,38,455,397
ISIC_0033226,32,24,565,416
ISIC_0033227,180,66,265,302
ISIC_0033228,172,49,320,356
ISIC_0033229,215,128,212,174
ISIC_0033230,230,195,135,108
ISIC_0033231,200,84,267,228
ISIC_0033232,85,42,457,407
ISIC_0033233,120,45,442,319
ISIC_0033234,115,22,352,332
ISIC_0033235,0,0,640,450
ISIC_0033236,65,17,485,402
ISIC_0033237,252,165,187,179
ISIC_0033238,100,73,467,332
ISIC_0033239,172,128,292,159
ISIC_0033240,0,0,640,450
ISIC_0033241,0,0,640,450
ISIC_0033242,80,15,442,356
ISIC_0033243,60,54,530,376
ISIC_0033244,202,110,195,168
ISIC_0033245,110,50,442,372
ISIC_0033246,0,0,640,450
ISIC_0033247,157,79,325,247
ISIC_0033248,125,0,460,450
ISIC_0033249,130,54,407,395
ISIC_0033250,87,65,387,332
ISIC_0033251,237,110,125,142
ISIC_0033252,207,96,257,295
ISIC_0033253,212,163,230,126
ISIC_0033254,30,0,610,450
ISIC_0033255,145,66,362,279
ISIC_0033256,0,0,640,450
ISIC_0033257,80,0,472,450
ISIC_0033258,0,0,640,450
ISIC_0033259,45,0,455,450
ISIC_0033260,140,36,387,369
ISIC_0033261,0,0,640,450
ISIC_0033262,220,121,192,193
ISIC_0033263,232,82,155,212
ISIC_0033264,100,10,455,439
ISIC_0033265,167,58,307,328
ISIC_0033266,115,52,390,304
ISIC_0033267,0,0,640,450
ISIC_0033268,125,45,407,344
ISIC_0033269,22,0,617,450
ISIC_0033270,62,33,420,384
ISIC_0033271,142,12,325,335
ISIC_0033272,0,0,640,450
ISIC_0033273,222,131,197,154
ISIC_0033274,0,0,640,450
ISIC_0033275,252,116,135,210
ISIC_0033276,175,94,282,237
ISIC_0033277,307,110,257,198
ISIC_0033278,0,3,640,446
ISIC_0033279,112,50,345,323
ISIC_0033280,210,105,255,212
ISIC_0033281,82,65,467,319
ISIC_0033282,212,156,232,207
ISIC_0033283,122,123,350,253
ISIC_0033284,115,128,502,277
ISIC_0033285,172,119,292,207
ISIC_0033286,0,0,640,450
ISIC_0033287,160,126,257,198
ISIC_0033288,0,0,640,450
ISIC_0033289,100,0,407,450
ISIC_0033290,0,0,640,450
ISIC_0033291,82,8,557,427
ISIC_0033292,122,70,345,265
ISIC_0033293,112,38,440,369
ISIC_0033294,35,0,587,450
ISIC_0033295,130,72,327,328
ISIC_0033296,60,59,415,376
ISIC_0033297,200,91,250,253
ISIC_0033298,180,108,310,207
ISIC_0033299,0,0,640,450
ISIC_0033300,140,79,350,286
ISIC_0033301,115,15,465,425
ISIC_0033302,67,17,535,402
ISIC_0033303,5,0,555,450
ISIC_0033304,110,26,397,365
ISIC_0033305,167,5,290,390
ISIC_0033306,42,0,560,450
ISIC_0033307,17,0,622,450
ISIC_0033308,30,0,582,450
ISIC_0033309,235,73,215,274
ISIC_0033310,27,0,612,450
ISIC_0033311,237,177,160,135
ISIC_0033312,0,1,640,432
ISIC_0033313,120,33,420,369
ISIC_0033314,0,0,640,414
ISIC_0033315,20,24,580,404
ISIC_0033316,0,0,640,450
ISIC_0033317,210,145,212,205
ISIC_0033318,100,82,402,217
ISIC_0033319,135,80,342,295
ISIC_0033320,185,84,310,253
ISIC_0033321,0,0,640,450
ISIC_0033322,0,43,640,353
ISIC_0033323,0,0,640,450
ISIC_0033324,102,52,422,353
ISIC_0033325,0,21,640,397
ISIC_0033326,105,84,440,291
ISIC_0033327,0,0,607,450
ISIC_0033328,157,63,302,326
ISIC_0033329,180,86,212,319
ISIC_0033330,197,0,257,450
ISIC_0033331,172,154,295,210
ISIC_0033332,190,174,280,184
ISIC_0033333,32,0,530,450
ISIC_0033334,232,214,145,80
ISIC_0033335,127,84,257,242
ISIC_0033336,167,79,380,328
ISIC_0033337,115,0,430,450
ISIC_0033338,0,0,640,450
ISIC_0033339,210,124,272,193
ISIC_0033340,12,0,597,450
ISIC_0033341,0,0,625,376
ISIC_0033342,232,133,180,186
ISIC_0033343,0,0,640,402
ISIC_0033344,0,0,640,450
ISIC_0033345,27,91,562,333
ISIC_0033346,207,110,255,261
ISIC_0033347,202,149,215,207
ISIC_0033348,162,80,362,270
ISIC_0033349,112,0,475,388
ISIC_0033350,0,49,640,400
ISIC_0033351,225,124,197,175
ISIC_0033352,195,26,320,346
ISIC_0033353,205,130,232,200
ISIC_0033354,0,10,640,439
ISIC_0033355,97,35,440,365
ISIC_0033356,240,144,180,156
ISIC_0033357,212,121,210,233
ISIC_0033358,0,8,640,441
ISIC_0033359,0,0,640,450
ISIC_0033360,47,0,582,450
ISIC_0033361,0,5,640,441
ISIC_0033362,147,0,432,450
ISIC_0033363,165,138,265,219
ISIC_0033364,0,0,640,450
ISIC_0033365,140,22,355,407
ISIC_0033366,285,226,80,61
ISIC_0033367,200,94,220,249
ISIC_0033368,25,0,615,450
ISIC_0033369,110,77,420,258
ISIC_0033370,110,91,367,193
ISIC_0033371,72,159,395,230
ISIC_0033372,70,86,490,319
ISIC_0033373,110,65,352,297
ISIC_0033374,112,79,380,270
ISIC_0033375,157,10,335,421
ISIC_0033376,135,0,355,427
ISIC_0033377,212,114,250,223
ISIC_0033378,95,52,430,302
ISIC_0033379,0,0,640,450
ISIC_0033380,47,22,592,409
ISIC_0033381,62,96,507,319
ISIC_0033382,242,159,135,151
ISIC_0033383,85,19,490,365
ISIC_0033384,70,66,472,304
ISIC_0033385,0,0,640,450
ISIC_0033386,112,29,415,369
ISIC_0033387,190,135,250,200
ISIC_0033388,57,29,572,377
ISIC_0033389,132,107,430,254
ISIC_0033390,92,0,430,450
ISIC_0033391,0,0,640,450
ISIC_0033392,97,0,542,450
ISIC_0033393,25,0,552,450
ISIC_0033394,0,0,640,450
ISIC_0033395,20,0,582,450
ISIC_0033396,122,0,370,381
ISIC_0033397,45,7,535,425
ISIC_0033398,237,152,135,107
ISIC_0033399,0,0,640,450
ISIC_0033400,135,33,367,363
ISIC_0033401,2,0,615,450
ISIC_0033402,170,22,282,326
ISIC_0033403,15,0,510,450
ISIC_0033404,0,15,640,409
ISIC_0033405,127,0,465,434
ISIC_0033406,142,61,415,286
ISIC_0033407,197,145,292,184
ISIC_0033408,155,114,325,258
ISIC_0033409,202,154,187,166
ISIC_0033410,170,49,292,344
ISIC_0033411,127,61,332,372
ISIC_0033412,185,73,250,323
ISIC_0033413,77,43,562,406
ISIC_0033414,160,96,362,291
ISIC_0033415,12,0,622,450
ISIC_0033416,0,77,565,356
ISIC_0033417,127,89,312,249
ISIC_0033418,47,35,460,332
ISIC_0033419,2,0,587,383
ISIC_0033420,60,0,510,450
ISIC_0033421,127,59,307,341
ISIC_0033422,130,61,370,341
ISIC_0033423,225,145,212,168
ISIC_0033424,0,0,640,450
ISIC_0033425,0,5,640,444
ISIC_0033426,0,0,640,450
ISIC_0033427,0,0,640,450
ISIC_0033428,32,0,592,450
ISIC_0033429,192,56,290,298
ISIC_0033430,0,0,640,450
ISIC_0033431,130,61,387,351
ISIC_0033432,85,33,517,335
ISIC_0033433,0,0,547,450
ISIC_0033434,105,33,457,369
ISIC_0033435,130,33,415,383
ISIC_0033436,245,130,115,89
ISIC_0033437,135,72,362,314
ISIC_0033438,97,0,450,450
ISIC_0033439,287,175,90,163
ISIC_0033440,0,0,640,450
ISIC_0033441,230,63,220,283
ISIC_0033442,52,0,542,450
ISIC_0033443,0,0,640,450
ISIC_0033444,197,123,212,166
ISIC_0033445,152,43,342,291
ISIC_0033446,177,84,275,260
ISIC_0033447,152,87,302,233
ISIC_0033448,185,105,257,258
ISIC_0033449,32,0,607,450
ISIC_0033450,120,10,440,439
ISIC_0033451,0,0,640,450
ISIC_0033452,80,101,430,270
ISIC_0033453,127,26,412,400
ISIC_0033454,0,0,640,450
ISIC_0033455,132,100,245,203
ISIC_0033456,0,0,640,450
ISIC_0033457,0,26,640,409
ISIC_0033458,185,110,262,235
ISIC_0033459,2,0,637,450
ISIC_0033460,40,0,600,450
ISIC_0033461,222,165,175,154
ISIC_0033462,0,0,640,441
ISIC_0033463,150,72,325,311
ISIC_0033464,20,0,607,421
ISIC_0033465,0,0,640,450
ISIC_0033466,175,179,255,105
ISIC_0033467,10,68,560,341
ISIC_0033468,57,0,495,450
ISIC_0033469,92,0,472,450
ISIC_0033470,107,101,432,333
ISIC_0033471,80,26,450,388
ISIC_0033472,0,52,640,363
ISIC_0033473,187,66,265,323
ISIC_0033474,0,0,640,450
ISIC_0033475,135,58,350,319
ISIC_0033476,0,0,640,450
ISIC_0033477,0,0,640,450
ISIC_0033478,0,75,640,314
ISIC_0033479,0,0,537,450
ISIC_0033480,17,0,575,450
ISIC_0033481,112,96,325,321
ISIC_0033482,17,0,587,450
ISIC_0033483,75,42,507,363
ISIC_0033484,80,0,495,450
ISIC_0033485,72,0,465,450
ISIC_0033486,72,22,412,348
ISIC_0033487,0,0,640,450
ISIC_0033488,0,0,625,450
ISIC_0033489,135,7,367,442
